"content_id","datetime","day_of_week","time_of_day","content_type","reaction_type","sentiment","category","score"
"4304a382-1527-4e7d-af7b-691d976f9ad4","2020-10-27 06:28:21","Tuesday  ","Morning","video","interested","positive","tennis",30
"b3bcbff0-d160-4fbc-b3c6-8113ceb38056","2021-05-15 10:08:27","Saturday ","Morning","audio","interested","positive","science",30
"b3bcbff0-d160-4fbc-b3c6-8113ceb38056","2020-08-13 13:35:52","Thursday ","Afternoon","audio","interested","positive","science",30
"b3bcbff0-d160-4fbc-b3c6-8113ceb38056","2020-08-21 22:34:18","Friday   ","Night","audio","interested","positive","science",30
"8b08e78c-4798-463a-b868-a0dc9fde777f","2021-05-17 06:23:26","Monday   ","Morning","GIF","interested","positive","public speaking",30
"dd942c3f-2ed5-4849-9e2b-7484f5a4eaf4","2021-02-12 03:31:17","Friday   ","Morning","audio","interested","positive","culture",30
"95fe7e7c-f327-4a0a-af06-5a88346f8546","2021-04-06 15:13:12","Tuesday  ","Afternoon","video","interested","positive","science",30
"95fe7e7c-f327-4a0a-af06-5a88346f8546","2020-10-18 16:42:00","Sunday   ","Afternoon","video","interested","positive","science",30
"d3cc4cf1-81f9-49e7-bf5d-c0ae10a88139","2020-08-02 19:12:14","Sunday   ","Night","video","interested","positive","culture",30
"e8d62710-7e3a-4bef-b6da-edaaed70c401","2020-08-07 05:26:09","Friday   ","Morning","photo","interested","positive","healthy eating",30
"e8d62710-7e3a-4bef-b6da-edaaed70c401","2020-10-31 04:04:33","Saturday ","Morning","photo","interested","positive","healthy eating",30
"41c97dd6-3f0d-4a6c-9083-2163e8e08e19","2021-03-24 20:20:15","Wednesday","Night","video","interested","positive","public speaking",30
"41c97dd6-3f0d-4a6c-9083-2163e8e08e19","2021-02-15 07:51:29","Monday   ","Morning","video","interested","positive","public speaking",30
"ec69ad7c-c57b-4d10-ad0f-930ff10bf687","2021-03-06 00:26:43","Saturday ","Morning","video","interested","positive","science",30
"ec69ad7c-c57b-4d10-ad0f-930ff10bf687","2021-03-14 22:50:45","Sunday   ","Night","video","interested","positive","science",30
"5ac2552c-15a5-41ed-8d67-9c57bce74ebc","2021-02-06 12:45:27","Saturday ","Afternoon","video","interested","positive","travel",30
"1a5b511a-7199-4f05-988a-1f1d0380ca11","2021-01-07 23:17:33","Thursday ","Night","GIF","interested","positive","travel",30
"1a5b511a-7199-4f05-988a-1f1d0380ca11","2020-12-01 06:10:33","Tuesday  ","Morning","GIF","interested","positive","travel",30
"1b6f05f1-df9e-4ad4-989e-029baf20478f","2020-11-12 03:04:16","Thursday ","Morning","audio","interested","positive","fitness",30
"1b6f05f1-df9e-4ad4-989e-029baf20478f","2021-04-29 11:16:05","Thursday ","Morning","audio","interested","positive","fitness",30
"abf9ec3b-1d0f-4238-a8f8-137072dab287","2020-12-29 23:14:43","Tuesday  ","Night","GIF","interested","positive","veganism",30
"abf9ec3b-1d0f-4238-a8f8-137072dab287","2021-05-31 14:51:44","Monday   ","Afternoon","GIF","interested","positive","veganism",30
"abf9ec3b-1d0f-4238-a8f8-137072dab287","2021-01-28 11:07:27","Thursday ","Morning","GIF","interested","positive","veganism",30
"abf9ec3b-1d0f-4238-a8f8-137072dab287","2020-09-24 15:55:03","Thursday ","Afternoon","GIF","interested","positive","veganism",30
"abf9ec3b-1d0f-4238-a8f8-137072dab287","2021-05-25 03:17:07","Tuesday  ","Morning","GIF","interested","positive","veganism",30
"445a06c1-3dea-4129-90eb-2384c0534eb6","2021-06-05 18:21:14","Saturday ","Night","GIF","interested","positive","technology",30
"445a06c1-3dea-4129-90eb-2384c0534eb6","2021-03-23 15:57:17","Tuesday  ","Afternoon","GIF","interested","positive","technology",30
"445a06c1-3dea-4129-90eb-2384c0534eb6","2021-04-03 17:29:18","Saturday ","Afternoon","GIF","interested","positive","technology",30
"445a06c1-3dea-4129-90eb-2384c0534eb6","2020-08-11 19:30:16","Tuesday  ","Night","GIF","interested","positive","technology",30
"445a06c1-3dea-4129-90eb-2384c0534eb6","2020-12-18 11:29:10","Friday   ","Morning","GIF","interested","positive","technology",30
"6cbac852-fec6-49e2-95db-d62edeb477d0","2021-05-01 21:25:57","Saturday ","Night","video","interested","positive","healthy eating",30
"09f2e925-5086-42ad-8160-e763396a36ca","2021-03-06 14:41:19","Saturday ","Afternoon","audio","interested","positive","dogs",30
"09f2e925-5086-42ad-8160-e763396a36ca","2021-06-06 09:43:51","Sunday   ","Morning","audio","interested","positive","dogs",30
"09f2e925-5086-42ad-8160-e763396a36ca","2021-04-26 08:56:32","Monday   ","Morning","audio","interested","positive","dogs",30
"40727608-362e-4e10-970f-2b5a5f8c37c1","2020-10-12 08:07:05","Monday   ","Morning","photo","interested","positive","science",30
"0f1cb5c0-ac2a-4c8a-9fb9-115d60493247","2021-03-30 14:02:31","Tuesday  ","Afternoon","GIF","interested","positive","veganism",30
"0f1cb5c0-ac2a-4c8a-9fb9-115d60493247","2020-12-16 00:23:00","Wednesday","Morning","GIF","interested","positive","veganism",30
"0f1cb5c0-ac2a-4c8a-9fb9-115d60493247","2020-07-20 05:45:27","Monday   ","Morning","GIF","interested","positive","veganism",30
"0f1cb5c0-ac2a-4c8a-9fb9-115d60493247","2020-06-22 21:24:48","Monday   ","Night","GIF","interested","positive","veganism",30
"0f1cb5c0-ac2a-4c8a-9fb9-115d60493247","2021-01-24 16:52:30","Sunday   ","Afternoon","GIF","interested","positive","veganism",30
"0f1cb5c0-ac2a-4c8a-9fb9-115d60493247","2021-02-22 03:06:49","Monday   ","Morning","GIF","interested","positive","veganism",30
"1dec5263-8a54-43fb-bfbe-a388d2919e74","2020-09-06 20:22:28","Sunday   ","Night","GIF","interested","positive","food",30
"1dec5263-8a54-43fb-bfbe-a388d2919e74","2020-07-28 21:07:35","Tuesday  ","Night","GIF","interested","positive","food",30
"2664a681-e732-422f-b529-02fabb6ec9ab","2021-04-27 23:17:45","Tuesday  ","Night","audio","interested","positive","healthy eating",30
"ae87a6a3-1a9e-4323-981d-b63c1f8ca2a6","2020-07-17 05:25:37","Friday   ","Morning","audio","interested","positive","food",30
"7c47e333-da29-4be9-8156-2e5f75a991e1","2020-12-04 07:32:46","Friday   ","Morning","video","interested","positive","dogs",30
"7c47e333-da29-4be9-8156-2e5f75a991e1","2021-05-08 22:55:56","Saturday ","Night","video","interested","positive","dogs",30
"7c47e333-da29-4be9-8156-2e5f75a991e1","2020-11-11 12:18:22","Wednesday","Afternoon","video","interested","positive","dogs",30
"7c47e333-da29-4be9-8156-2e5f75a991e1","2020-09-02 11:10:05","Wednesday","Morning","video","interested","positive","dogs",30
"451b228b-9d66-45a4-b6fa-46c502562b5f","2021-04-01 16:45:20","Thursday ","Afternoon","video","interested","positive","healthy eating",30
"451b228b-9d66-45a4-b6fa-46c502562b5f","2020-08-30 09:14:39","Sunday   ","Morning","video","interested","positive","healthy eating",30
"451b228b-9d66-45a4-b6fa-46c502562b5f","2020-09-10 08:13:29","Thursday ","Morning","video","interested","positive","healthy eating",30
"451b228b-9d66-45a4-b6fa-46c502562b5f","2020-12-07 00:05:57","Monday   ","Morning","video","interested","positive","healthy eating",30
"451b228b-9d66-45a4-b6fa-46c502562b5f","2021-03-17 12:48:26","Wednesday","Afternoon","video","interested","positive","healthy eating",30
"451b228b-9d66-45a4-b6fa-46c502562b5f","2020-12-23 10:34:51","Wednesday","Morning","video","interested","positive","healthy eating",30
"0701343b-6105-40e4-b275-7f3d292b9e20","2020-12-07 02:24:50","Monday   ","Morning","photo","interested","positive","tennis",30
"990f1598-4dbb-403c-a5b2-48de2c30b1ca","2021-05-22 14:28:49","Saturday ","Afternoon","audio","interested","positive","food",30
"59f7eb93-7ffc-4627-98a6-9ecaa5e35206","2021-06-11 20:57:10","Friday   ","Night","GIF","interested","positive","cooking",30
"6c8d057d-756a-41dd-afef-bf73adffbdf4","2021-03-09 07:18:20","Tuesday  ","Morning","audio","interested","positive","food",30
"6c8d057d-756a-41dd-afef-bf73adffbdf4","2021-05-23 11:20:24","Sunday   ","Morning","audio","interested","positive","food",30
"6c8d057d-756a-41dd-afef-bf73adffbdf4","2021-01-26 05:48:35","Tuesday  ","Morning","audio","interested","positive","food",30
"56b0b1ab-a07c-4379-b699-80ccc8689c85","2021-03-04 23:19:23","Thursday ","Night","video","interested","positive","culture",30
"56b0b1ab-a07c-4379-b699-80ccc8689c85","2020-11-01 21:03:11","Sunday   ","Night","video","interested","positive","culture",30
"c9b2829f-278c-4acd-a895-cf0bd337d36f","2021-05-18 22:05:11","Tuesday  ","Night","video","interested","positive","fitness",30
"c9b2829f-278c-4acd-a895-cf0bd337d36f","2021-05-26 09:00:53","Wednesday","Morning","video","interested","positive","fitness",30
"25c36533-1de5-4d82-879b-86180503cf8d","2020-11-10 04:24:23","Tuesday  ","Morning","photo","interested","positive","travel",30
"25c36533-1de5-4d82-879b-86180503cf8d","2020-12-12 00:09:28","Saturday ","Morning","photo","interested","positive","travel",30
"8b1bfacc-00fd-4f6e-b647-6ecfe2b7ce69","2021-04-18 22:43:02","Sunday   ","Night","photo","interested","positive","science",30
"8b1bfacc-00fd-4f6e-b647-6ecfe2b7ce69","2021-04-21 08:52:59","Wednesday","Morning","photo","interested","positive","science",30
"7cace87f-53ff-40c0-99f5-abbc5b8f86d6","2021-02-28 16:46:49","Sunday   ","Afternoon","GIF","interested","positive","cooking",30
"a739e02a-5d83-4e0e-b306-740652cf700a","2021-02-01 13:34:31","Monday   ","Afternoon","video","interested","positive","science",30
"a739e02a-5d83-4e0e-b306-740652cf700a","2020-12-29 07:54:21","Tuesday  ","Morning","video","interested","positive","science",30
"a739e02a-5d83-4e0e-b306-740652cf700a","2021-06-11 13:58:21","Friday   ","Afternoon","video","interested","positive","science",30
"44eab5ca-b4a4-46c4-977d-197a78551861","2020-07-13 19:24:26","Monday   ","Night","audio","interested","positive","technology",30
"44eab5ca-b4a4-46c4-977d-197a78551861","2020-09-10 05:00:15","Thursday ","Morning","audio","interested","positive","technology",30
"e1eb9e92-2e08-48b0-8be7-a2a98048aa08","2020-08-16 23:10:11","Sunday   ","Night","video","interested","positive","public speaking",30
"942c5154-791e-47c0-bfad-264a3d6296eb","2020-12-12 03:55:09","Saturday ","Morning","audio","interested","positive","animals",30
"c3d1c36d-2ad9-45ce-be49-51c103351e62","2020-08-18 18:43:19","Tuesday  ","Night","video","interested","positive","travel",30
"c3d1c36d-2ad9-45ce-be49-51c103351e62","2020-10-08 05:05:55","Thursday ","Morning","video","interested","positive","travel",30
"c3d1c36d-2ad9-45ce-be49-51c103351e62","2020-09-02 13:43:56","Wednesday","Afternoon","video","interested","positive","travel",30
"6e71ed3d-3fba-4bd1-8de7-2798dec6431e","2021-01-22 08:08:28","Friday   ","Morning","audio","interested","positive","studying",30
"31cbcaf1-75f9-4541-abd6-15723478047b","2020-07-12 17:19:17","Sunday   ","Afternoon","photo","interested","positive","dogs",30
"4dd4da35-453e-466d-95ca-b1a7710fac1f","2020-06-19 08:49:18","Friday   ","Morning","GIF","interested","positive","technology",30
"6912f8e6-86b7-44f6-8aa8-c21c2ed0b53c","2020-08-22 06:16:54","Saturday ","Morning","GIF","interested","positive","food",30
"6912f8e6-86b7-44f6-8aa8-c21c2ed0b53c","2021-01-31 09:56:00","Sunday   ","Morning","GIF","interested","positive","food",30
"6912f8e6-86b7-44f6-8aa8-c21c2ed0b53c","2020-12-02 07:17:17","Wednesday","Morning","GIF","interested","positive","food",30
"5efb3710-c34d-4dc4-84dd-31cd8c5d9c30","2020-08-30 16:45:56","Sunday   ","Afternoon","audio","interested","positive","animals",30
"96ece45a-89e4-4cf8-b216-c860bf8e158e","2020-12-23 16:04:18","Wednesday","Afternoon","photo","interested","positive","food",30
"96ece45a-89e4-4cf8-b216-c860bf8e158e","2021-03-02 23:06:49","Tuesday  ","Night","photo","interested","positive","food",30
"96ece45a-89e4-4cf8-b216-c860bf8e158e","2021-03-23 22:51:16","Tuesday  ","Night","photo","interested","positive","food",30
"3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b","2020-11-03 08:09:10","Tuesday  ","Morning","GIF","interested","positive","tennis",30
"3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b","2020-10-15 13:41:42","Thursday ","Afternoon","GIF","interested","positive","tennis",30
"3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b","2020-07-17 21:40:34","Friday   ","Night","GIF","interested","positive","tennis",30
"6aa06c00-d796-43c3-816d-70f21fe58f80","2020-11-11 08:34:54","Wednesday","Morning","audio","interested","positive","science",30
"6aa06c00-d796-43c3-816d-70f21fe58f80","2020-11-26 18:36:36","Thursday ","Night","audio","interested","positive","science",30
"6aa06c00-d796-43c3-816d-70f21fe58f80","2021-01-13 19:50:09","Wednesday","Night","audio","interested","positive","science",30
"724b9f31-8bdc-4152-b93f-4d3e457201ef","2020-07-03 11:02:27","Friday   ","Morning","audio","interested","positive","animals",30
"8123c0ac-30b0-4a20-bebe-864b3a6b9e9a","2020-07-16 00:37:36","Thursday ","Morning","GIF","interested","positive","soccer",30
"8123c0ac-30b0-4a20-bebe-864b3a6b9e9a","2020-09-13 08:36:10","Sunday   ","Morning","GIF","interested","positive","soccer",30
"5bf45fd3-6b4b-400c-a126-31b8576e1d70","2020-08-03 16:55:08","Monday   ","Afternoon","video","interested","positive","tennis",30
"5bf45fd3-6b4b-400c-a126-31b8576e1d70","2021-01-28 01:55:42","Thursday ","Morning","video","interested","positive","tennis",30
"049c926f-9095-4bb2-a464-666a68257f61","2021-05-09 00:44:59","Sunday   ","Morning","video","interested","positive","dogs",30
"049c926f-9095-4bb2-a464-666a68257f61","2020-10-10 09:20:00","Saturday ","Morning","video","interested","positive","dogs",30
"049c926f-9095-4bb2-a464-666a68257f61","2020-11-11 01:42:15","Wednesday","Morning","video","interested","positive","dogs",30
"049c926f-9095-4bb2-a464-666a68257f61","2021-06-02 22:12:21","Wednesday","Night","video","interested","positive","dogs",30
"049c926f-9095-4bb2-a464-666a68257f61","2020-12-06 06:19:51","Sunday   ","Morning","video","interested","positive","dogs",30
"019b61f4-926c-438e-adaf-6119c5eab752","2021-05-08 21:29:14","Saturday ","Night","photo","interested","positive","fitness",30
"019b61f4-926c-438e-adaf-6119c5eab752","2021-02-06 16:49:05","Saturday ","Afternoon","photo","interested","positive","fitness",30
"f65dbde9-c8dc-4851-927e-964fa2e0908a","2020-07-17 12:17:48","Friday   ","Afternoon","video","interested","positive","education",30
"ef619e47-1e88-4e0f-8d91-590cd9ecc137","2020-12-02 03:23:52","Wednesday","Morning","photo","interested","positive","animals",30
"0ac85d23-c8ba-49ed-bec1-493b960a88c0","2021-01-02 20:28:17","Saturday ","Night","photo","interested","positive","science",30
"ee631766-3818-4de6-897f-2355542b58e7","2020-07-15 09:14:40","Wednesday","Morning","GIF","interested","positive","public speaking",30
"e1eca98c-c5fd-4fe4-825f-2d36e8bd56f1","2020-11-23 13:02:06","Monday   ","Afternoon","audio","interested","positive","veganism",30
"4bfc9824-aaeb-4695-8195-945686795b30","2020-09-20 21:14:40","Sunday   ","Night","video","interested","positive","public speaking",30
"4bfc9824-aaeb-4695-8195-945686795b30","2021-02-09 03:25:55","Tuesday  ","Morning","video","interested","positive","public speaking",30
"4bfc9824-aaeb-4695-8195-945686795b30","2021-06-07 01:49:27","Monday   ","Morning","video","interested","positive","public speaking",30
"6f48fe2b-7c20-4065-8ae9-7bea61275dc7","2020-08-07 23:03:21","Friday   ","Night","GIF","interested","positive","science",30
"80bf3ac3-e94e-44cf-81ef-345a8326802c","2020-12-10 00:19:22","Thursday ","Morning","photo","interested","positive","veganism",30
"80bf3ac3-e94e-44cf-81ef-345a8326802c","2021-05-14 13:37:14","Friday   ","Afternoon","photo","interested","positive","veganism",30
"80bf3ac3-e94e-44cf-81ef-345a8326802c","2020-12-29 17:14:55","Tuesday  ","Afternoon","photo","interested","positive","veganism",30
"80bf3ac3-e94e-44cf-81ef-345a8326802c","2021-01-19 16:11:29","Tuesday  ","Afternoon","photo","interested","positive","veganism",30
"80bf3ac3-e94e-44cf-81ef-345a8326802c","2020-12-25 11:36:17","Friday   ","Morning","photo","interested","positive","veganism",30
"cba3c646-6b10-43fe-a1af-a0276815288f","2021-04-09 23:13:53","Friday   ","Night","video","interested","positive","travel",30
"8f4cea30-10e7-4806-8c01-d78ef6bcbfa8","2020-09-05 06:32:19","Saturday ","Morning","photo","interested","positive","tennis",30
"8f4cea30-10e7-4806-8c01-d78ef6bcbfa8","2021-02-25 06:50:42","Thursday ","Morning","photo","interested","positive","tennis",30
"8f4cea30-10e7-4806-8c01-d78ef6bcbfa8","2020-06-22 08:58:40","Monday   ","Morning","photo","interested","positive","tennis",30
"8f4cea30-10e7-4806-8c01-d78ef6bcbfa8","2020-12-25 06:02:40","Friday   ","Morning","photo","interested","positive","tennis",30
"964a54b7-7dc7-40b0-bd94-9898b670f9cd","2020-07-23 01:22:06","Thursday ","Morning","photo","interested","positive","science",30
"964173f3-7019-4758-9ab9-df71585aa965","2020-10-21 13:41:23","Wednesday","Afternoon","audio","interested","positive","veganism",30
"964173f3-7019-4758-9ab9-df71585aa965","2020-08-22 06:17:59","Saturday ","Morning","audio","interested","positive","veganism",30
"964173f3-7019-4758-9ab9-df71585aa965","2020-11-12 09:48:49","Thursday ","Morning","audio","interested","positive","veganism",30
"964173f3-7019-4758-9ab9-df71585aa965","2020-10-08 08:43:10","Thursday ","Morning","audio","interested","positive","veganism",30
"4c1ae4ba-078a-4720-aff0-817c7d549387","2020-07-28 22:02:36","Tuesday  ","Night","video","interested","positive","cooking",30
"4c1ae4ba-078a-4720-aff0-817c7d549387","2020-10-25 04:43:25","Sunday   ","Morning","video","interested","positive","cooking",30
"4c1ae4ba-078a-4720-aff0-817c7d549387","2021-06-02 14:43:37","Wednesday","Afternoon","video","interested","positive","cooking",30
"f663d05c-74ce-424b-89f2-58009b0095fb","2021-05-22 11:27:52","Saturday ","Morning","audio","interested","positive","public speaking",30
"d39b0a7e-ce14-4ad4-aa9f-5aefc827f9e6","2021-02-18 13:54:56","Thursday ","Afternoon","photo","interested","positive","veganism",30
"e61a1b04-17e4-4918-a637-ebfc59783ad0","2020-12-09 06:01:07","Wednesday","Morning","audio","interested","positive","fitness",30
"55f46794-426f-441b-bb60-53b5e6beebc5","2021-05-29 07:23:35","Saturday ","Morning","photo","interested","positive","food",30
"b0782637-2604-40f7-8fc6-5e7d9ffd2255","2021-01-18 22:19:04","Monday   ","Night","video","interested","positive","cooking",30
"b0782637-2604-40f7-8fc6-5e7d9ffd2255","2021-02-28 07:34:51","Sunday   ","Morning","video","interested","positive","cooking",30
"b0782637-2604-40f7-8fc6-5e7d9ffd2255","2020-07-01 07:53:57","Wednesday","Morning","video","interested","positive","cooking",30
"b0782637-2604-40f7-8fc6-5e7d9ffd2255","2020-08-23 04:09:29","Sunday   ","Morning","video","interested","positive","cooking",30
"8945e374-9170-4799-b6b0-78fd9d5821a6","2021-01-26 08:09:22","Tuesday  ","Morning","video","interested","positive","studying",30
"4b2d0fff-3b4f-43ca-a7df-c430479cb9ba","2020-11-02 19:54:37","Monday   ","Night","video","interested","positive","soccer",30
"4b2d0fff-3b4f-43ca-a7df-c430479cb9ba","2021-02-25 18:22:09","Thursday ","Night","video","interested","positive","soccer",30
"4b2d0fff-3b4f-43ca-a7df-c430479cb9ba","2021-01-22 04:59:10","Friday   ","Morning","video","interested","positive","soccer",30
"b15792cb-995f-473e-8372-5cbe88eb059b","2020-12-11 10:31:11","Friday   ","Morning","photo","interested","positive","travel",30
"df2214cb-61f3-4744-86a8-7c01e501bc27","2021-05-13 01:18:24","Thursday ","Morning","audio","interested","positive","cooking",30
"8526d7cd-bf33-4bf4-aa07-2c25c610cc74","2020-11-28 18:43:43","Saturday ","Night","audio","interested","positive","dogs",30
"8526d7cd-bf33-4bf4-aa07-2c25c610cc74","2021-05-18 22:35:02","Tuesday  ","Night","audio","interested","positive","dogs",30
"8526d7cd-bf33-4bf4-aa07-2c25c610cc74","2021-05-17 11:40:26","Monday   ","Morning","audio","interested","positive","dogs",30
"ee0988ef-8656-4a63-9515-a2533b772636","2021-05-09 03:23:39","Sunday   ","Morning","video","interested","positive","travel",30
"ee18c383-1e7a-4507-9e78-1061da09143a","2020-08-19 20:46:27","Wednesday","Night","audio","interested","positive","education",30
"ef802d01-6269-4d21-9159-f1386c75e789","2021-03-09 11:49:40","Tuesday  ","Morning","photo","interested","positive","technology",30
"0411a1da-97e1-44b6-945d-06b4682ba802","2020-07-22 15:07:47","Wednesday","Afternoon","audio","interested","positive","technology",30
"0411a1da-97e1-44b6-945d-06b4682ba802","2020-10-03 12:48:25","Saturday ","Afternoon","audio","interested","positive","technology",30
"25290b06-ca05-43eb-8e54-e345a41ddba7","2020-11-30 15:25:10","Monday   ","Afternoon","photo","interested","positive","education",30
"25290b06-ca05-43eb-8e54-e345a41ddba7","2021-04-27 18:19:15","Tuesday  ","Night","photo","interested","positive","education",30
"25290b06-ca05-43eb-8e54-e345a41ddba7","2020-12-14 05:58:32","Monday   ","Morning","photo","interested","positive","education",30
"279fdb2b-e9ca-4531-b55f-c8fe294083cd","2020-11-09 11:39:50","Monday   ","Morning","video","interested","positive","healthy eating",30
"1934a201-0590-41af-bf40-5ddd6254d744","2020-09-15 17:25:45","Tuesday  ","Afternoon","photo","interested","positive","education",30
"e6c8f317-c8a9-4b1d-941a-4cd5420a138b","2020-07-18 17:12:02","Saturday ","Afternoon","GIF","interested","positive","science",30
"e6c8f317-c8a9-4b1d-941a-4cd5420a138b","2021-03-22 23:25:43","Monday   ","Night","GIF","interested","positive","science",30
"e6c8f317-c8a9-4b1d-941a-4cd5420a138b","2021-05-17 03:42:27","Monday   ","Morning","GIF","interested","positive","science",30
"e6c8f317-c8a9-4b1d-941a-4cd5420a138b","2020-07-17 06:20:33","Friday   ","Morning","GIF","interested","positive","science",30
"e6c8f317-c8a9-4b1d-941a-4cd5420a138b","2021-06-01 23:05:48","Tuesday  ","Night","GIF","interested","positive","science",30
"c582f515-4d90-4ae6-9ab7-059fdbd7956c","2021-02-13 00:45:11","Saturday ","Morning","audio","interested","positive","technology",30
"c582f515-4d90-4ae6-9ab7-059fdbd7956c","2021-02-19 14:07:53","Friday   ","Afternoon","audio","interested","positive","technology",30
"8ec8db61-8bea-440b-88ee-f1f593eb4a7f","2020-11-06 12:48:10","Friday   ","Afternoon","photo","interested","positive","education",30
"8ec8db61-8bea-440b-88ee-f1f593eb4a7f","2020-07-09 09:10:14","Thursday ","Morning","photo","interested","positive","education",30
"17e3a8c5-ecb6-445d-8b69-f8c202d08549","2020-08-13 00:19:24","Thursday ","Morning","audio","interested","positive","cooking",30
"17e3a8c5-ecb6-445d-8b69-f8c202d08549","2021-04-12 18:30:52","Monday   ","Night","audio","interested","positive","cooking",30
"17e3a8c5-ecb6-445d-8b69-f8c202d08549","2020-10-01 04:03:20","Thursday ","Morning","audio","interested","positive","cooking",30
"17e3a8c5-ecb6-445d-8b69-f8c202d08549","2021-03-12 10:47:49","Friday   ","Morning","audio","interested","positive","cooking",30
"17e3a8c5-ecb6-445d-8b69-f8c202d08549","2020-07-16 22:06:14","Thursday ","Night","audio","interested","positive","cooking",30
"dc1d4628-4edc-47c2-8da7-0b3d16ef5ddf","2021-05-01 02:23:35","Saturday ","Morning","video","interested","positive","technology",30
"dc1d4628-4edc-47c2-8da7-0b3d16ef5ddf","2020-07-06 01:36:18","Monday   ","Morning","video","interested","positive","technology",30
"475541da-3402-4d0e-9df5-0da198f8fc9c","2020-12-12 06:30:32","Saturday ","Morning","video","interested","positive","culture",30
"ef1ed168-7433-4233-ade8-95070d70a382","2021-02-06 03:18:12","Saturday ","Morning","audio","interested","positive","travel",30
"ef1ed168-7433-4233-ade8-95070d70a382","2020-12-21 14:21:47","Monday   ","Afternoon","audio","interested","positive","travel",30
"ef1ed168-7433-4233-ade8-95070d70a382","2020-11-19 12:20:12","Thursday ","Afternoon","audio","interested","positive","travel",30
"ef1ed168-7433-4233-ade8-95070d70a382","2021-01-25 23:13:22","Monday   ","Night","audio","interested","positive","travel",30
"9c6b0084-60ba-4e88-a0c7-ba0f61ec2c11","2020-10-30 05:37:38","Friday   ","Morning","audio","interested","positive","cooking",30
"9c6b0084-60ba-4e88-a0c7-ba0f61ec2c11","2020-06-24 11:34:01","Wednesday","Morning","audio","interested","positive","cooking",30
"9c6b0084-60ba-4e88-a0c7-ba0f61ec2c11","2021-04-18 01:33:51","Sunday   ","Morning","audio","interested","positive","cooking",30
"e17bade2-3175-49eb-92f4-7f2eac74147a","2020-07-28 00:23:39","Tuesday  ","Morning","GIF","interested","positive","soccer",30
"e0cb0394-c5b2-447a-a9f4-88604a3ec283","2021-05-23 22:17:54","Sunday   ","Night","audio","interested","positive","public speaking",30
"e0cb0394-c5b2-447a-a9f4-88604a3ec283","2020-07-01 09:53:01","Wednesday","Morning","audio","interested","positive","public speaking",30
"02664d35-87cf-46a6-a80b-78fbc9ac8b2f","2020-09-25 15:35:05","Friday   ","Afternoon","GIF","interested","positive","science",30
"bb6c0257-5d4d-4bb8-be58-4bd7ebd9c337","2021-04-30 07:13:38","Friday   ","Morning","video","interested","positive","animals",30
"bb6c0257-5d4d-4bb8-be58-4bd7ebd9c337","2020-09-13 09:23:53","Sunday   ","Morning","video","interested","positive","animals",30
"bb6c0257-5d4d-4bb8-be58-4bd7ebd9c337","2020-11-30 03:46:49","Monday   ","Morning","video","interested","positive","animals",30
"088e2e43-61a8-475f-a3e6-061f626b0f16","2021-06-07 18:56:30","Monday   ","Night","photo","interested","positive","veganism",30
"088e2e43-61a8-475f-a3e6-061f626b0f16","2021-02-27 03:05:59","Saturday ","Morning","photo","interested","positive","veganism",30
"292051b5-b835-4a60-962a-bddf10da82bd","2020-07-08 05:20:18","Wednesday","Morning","photo","interested","positive","technology",30
"292051b5-b835-4a60-962a-bddf10da82bd","2020-06-23 11:57:33","Tuesday  ","Morning","photo","interested","positive","technology",30
"b6f447e5-0a89-468a-8ad2-fd45676170d5","2020-10-27 00:42:36","Tuesday  ","Morning","photo","interested","positive","veganism",30
"7df4b13f-c41a-4c81-88fb-213a6a96acc5","2021-05-11 23:01:42","Tuesday  ","Night","audio","interested","positive","culture",30
"7df4b13f-c41a-4c81-88fb-213a6a96acc5","2020-08-22 12:50:26","Saturday ","Afternoon","audio","interested","positive","culture",30
"461cb0ce-0b43-4f13-a8bd-847fc6428c6c","2020-09-24 01:29:49","Thursday ","Morning","photo","interested","positive","fitness",30
"461cb0ce-0b43-4f13-a8bd-847fc6428c6c","2021-01-13 05:34:09","Wednesday","Morning","photo","interested","positive","fitness",30
"6b2db46f-f733-4b56-af09-0ed7bb232ed4","2020-09-27 23:18:14","Sunday   ","Night","audio","interested","positive","animals",30
"6b2db46f-f733-4b56-af09-0ed7bb232ed4","2021-02-14 01:19:34","Sunday   ","Morning","audio","interested","positive","animals",30
"6b2db46f-f733-4b56-af09-0ed7bb232ed4","2020-10-29 17:23:25","Thursday ","Afternoon","audio","interested","positive","animals",30
"6b2db46f-f733-4b56-af09-0ed7bb232ed4","2021-02-19 16:47:47","Friday   ","Afternoon","audio","interested","positive","animals",30
"6b2db46f-f733-4b56-af09-0ed7bb232ed4","2020-09-09 21:15:06","Wednesday","Night","audio","interested","positive","animals",30
"46c69019-89b5-4a13-9b8a-2942ca22837f","2020-08-05 01:59:57","Wednesday","Morning","video","interested","positive","science",30
"5d3d5107-2404-4fb8-a9b6-3c8428492f64","2020-12-24 07:17:37","Thursday ","Morning","video","interested","positive","studying",30
"5d3d5107-2404-4fb8-a9b6-3c8428492f64","2021-03-18 08:05:02","Thursday ","Morning","video","interested","positive","studying",30
